0 START simple_strategy 20
20156 MOVE 231 0
20157 MOVE 595 0
20158 MOVE 395 0
20159 MOVE 556 0
20160 MOVE 500 0
20161 MOVE 458 0
20162 MOVE 727 0
20163 MOVE 325 0
20164 MOVE 490 0
20165 MOVE 619 0
20166 MOVE 611 0
20167 MOVE 603 0
20168 MOVE 474 0
20169 MOVE 783 0
20170 REMOVE 777
20170 CASH 2988
20171 REMOVE 608
20171 CASH 2997
20172 MOVE 128 0
20173 MOVE 192 0
20174 MOVE 157 0
20175 MOVE 354 0
20176 MOVE 682 0
20177 MOVE 356 0
20178 MOVE 468 0
20179 MOVE 605 0
20180 MOVE 698 0
20181 MOVE 759 0
20182 REMOVE 765
20182 CASH 2997
20183 MOVE 779 4
20184 REMOVE 778
20184 CASH 3000
20185 MOVE 775 4
20186 MOVE 774 4
20187 REMOVE 766
20187 CASH 3000
20188 MOVE 734 4
20189 MOVE 508 4
20190 MOVE 413 4
20191 ADD 785 0
20192 MOVE 785 1
20193 MOVE 759 1
20194 MOVE 698 1
20195 MOVE 605 1
20196 MOVE 468 1
20197 MOVE 356 1
20198 MOVE 682 1
20199 MOVE 354 1
20200 MOVE 157 1
20201 MOVE 192 1
20202 MOVE 128 1
20203 MOVE 783 1
20204 ADD 786 6
20205 MOVE 474 1
20206 MOVE 603 1
20207 MOVE 611 1
20208 MOVE 619 1
20209 MOVE 490 1
20210 MOVE 325 1
20211 MOVE 727 1
20212 MOVE 458 1
20213 MOVE 500 1
20214 MOVE 556 1
20215 MOVE 395 1
20216 MOVE 595 1
20217 MOVE 231 1
20218 MOVE 728 1
20219 MOVE 350 1
20220 REMOVE 689
20220 CASH 3004
20221 MOVE 214 1
20222 MOVE 723 1
20223 MOVE 634 1
20224 MOVE 651 1
20225 MOVE 638 1
20226 MOVE 714 1
20227 MOVE 756 1
20228 MOVE 528 1
20229 MOVE 251 1
20230 MOVE 678 1
20231 MOVE 740 1
20232 MOVE 672 1
20233 MOVE 672 0
20234 MOVE 740 0
20235 MOVE 678 0
20236 MOVE 251 0
20237 MOVE 528 0
20238 MOVE 756 0
20239 MOVE 714 0
20240 ADD 787 12
20241 ADD 788 12
20242 MOVE 714 1
20243 MOVE 756 1
20244 MOVE 528 1
20245 MOVE 251 1
20246 MOVE 678 1
20247 MOVE 740 1
20248 MOVE 672 1
20249 MOVE 672 0
20250 MOVE 740 0
20251 MOVE 678 0
20252 MOVE 251 0
20253 MOVE 528 0
20254 ADD 789 12
20255 MOVE 528 1
20256 MOVE 251 1
20257 MOVE 678 1
20258 MOVE 740 1
20259 MOVE 672 1
20260 ADD 790 0
20261 MOVE 790 1
20262 MOVE 790 0
20263 MOVE 672 0
20264 MOVE 740 0
20265 MOVE 678 0
20266 MOVE 251 0
20267 MOVE 528 0
20268 MOVE 756 0
20269 MOVE 714 0
20270 MOVE 638 0
20271 MOVE 651 0
20272 ADD 791 0
20273 MOVE 791 1
20274 MOVE 651 1
20275 MOVE 638 1
20276 MOVE 714 1
20277 MOVE 756 1
20278 MOVE 528 1
20279 MOVE 251 1
20280 MOVE 678 1
20281 MOVE 740 1
20282 MOVE 672 1
20283 MOVE 790 1
20284 REMOVE 790
20284 CASH 3044
20285 MOVE 672 0
20286 MOVE 740 0
20287 MOVE 678 0
20288 MOVE 251 0
20289 MOVE 528 0
20290 REMOVE 756
20290 CASH 3047
20291 MOVE 714 0
20292 MOVE 638 0
20293 MOVE 651 0
20294 MOVE 791 0
20295 MOVE 634 0
20296 MOVE 723 0
20297 REMOVE 214
20297 CASH 3047
20298 MOVE 350 0
20299 MOVE 728 0
20300 MOVE 231 0
20301 MOVE 595 0
20302 MOVE 395 0
20303 MOVE 556 0
20304 MOVE 500 0
20305 MOVE 458 0
20306 MOVE 727 0
20307 MOVE 325 0
20308 MOVE 490 0
20309 ADD 792 2
20310 MOVE 490 1
20311 MOVE 325 1
20312 MOVE 727 1
20313 MOVE 458 1
20314 MOVE 500 1
20315 MOVE 556 1
20316 MOVE 395 1
20317 MOVE 595 1
20318 MOVE 231 1
20319 MOVE 728 1
20320 MOVE 350 1
20321 MOVE 723 1
20322 MOVE 634 1
20323 REMOVE 791
20323 CASH 3047
20324 MOVE 651 1
20325 MOVE 638 1
20326 MOVE 714 1
20327 MOVE 528 1
20328 MOVE 251 1
20329 MOVE 678 1
20330 MOVE 740 1
20331 MOVE 672 1
20332 MOVE 672 0
20333 MOVE 740 0
20334 MOVE 678 0
20335 ADD 793 0
20336 MOVE 793 1
20337 ADD 794 12
20338 MOVE 678 1
20339 MOVE 740 1
20340 MOVE 672 1
20341 MOVE 672 0
20342 MOVE 740 0
20343 MOVE 678 0
20344 MOVE 793 0
20345 MOVE 251 0
20346 MOVE 528 0
20347 MOVE 714 0
20348 MOVE 638 0
20349 MOVE 651 0
20350 MOVE 634 0
20351 MOVE 723 0
20352 MOVE 350 0
20353 MOVE 728 0
20354 MOVE 231 0
20355 MOVE 595 0
20356 MOVE 395 0
20357 MOVE 556 0
20358 MOVE 500 0
20359 MOVE 458 0
20360 MOVE 727 0
20361 MOVE 325 0
20362 MOVE 490 0
20363 MOVE 619 0
20364 MOVE 611 0
20365 MOVE 603 0
20366 MOVE 474 0
20367 MOVE 783 0
20368 MOVE 128 0
20369 MOVE 192 0
20370 MOVE 157 0
20371 MOVE 354 0
20372 MOVE 682 0
20373 MOVE 356 0
20374 MOVE 468 0
20375 ADD 795 12
20376 MOVE 468 1
20377 MOVE 356 1
20378 MOVE 682 1
20379 MOVE 354 1
20380 MOVE 157 1
20381 MOVE 192 1
20382 MOVE 128 1
20383 MOVE 783 1
20384 MOVE 474 1
20385 MOVE 603 1
20386 MOVE 611 1
20387 MOVE 619 1
20388 MOVE 490 1
20389 MOVE 325 1
20390 MOVE 727 1
20391 MOVE 458 1
20392 MOVE 500 1
20393 MOVE 556 1
20394 MOVE 395 1
20395 MOVE 595 1
20396 MOVE 231 1
20397 MOVE 728 1
20398 MOVE 350 1
20399 MOVE 723 1
20400 MOVE 634 1
20401 MOVE 651 1
20402 ADD 796 6
20403 ADD 797 0
20404 MOVE 797 1
20405 MOVE 638 1
20406 MOVE 714 1
20407 MOVE 528 1
20408 MOVE 251 1
20409 MOVE 793 1
20410 MOVE 678 1
20411 MOVE 740 1
20412 ADD 798 12
20413 MOVE 672 1
20414 MOVE 672 0
20415 MOVE 740 0
20416 MOVE 678 0
20417 MOVE 793 0
20418 MOVE 251 0
20419 MOVE 528 0
20420 MOVE 714 0
20421 MOVE 638 0
20422 REMOVE 797
20422 CASH 3047
20423 MOVE 651 0
20424 MOVE 634 0
20425 MOVE 723 0
20426 MOVE 350 0
20427 MOVE 728 0
20428 MOVE 231 0
20429 MOVE 595 0
20430 MOVE 395 0
20431 MOVE 556 0
20432 MOVE 500 0
20433 MOVE 458 0
20434 MOVE 727 0
20435 MOVE 325 0
20436 MOVE 490 0
20437 MOVE 619 0
20438 ADD 799 6
20439 MOVE 619 1
20440 MOVE 490 1
20441 MOVE 325 1
20442 MOVE 727 1
20443 MOVE 458 1
20444 MOVE 500 1
20445 MOVE 556 1
20446 MOVE 395 1
20447 MOVE 595 1
20448 MOVE 231 1
20449 MOVE 728 1
20450 MOVE 350 1
20451 MOVE 723 1
20452 MOVE 634 1
20453 MOVE 651 1
20454 MOVE 638 1
20455 MOVE 714 1
20456 MOVE 528 1
20457 MOVE 251 1
20458 MOVE 793 1
20459 MOVE 678 1
20460 MOVE 740 1
20461 MOVE 672 1
20462 MOVE 672 0
20463 MOVE 740 0
20464 MOVE 678 0
20465 MOVE 793 0
20466 MOVE 251 0
20467 MOVE 528 0
20468 MOVE 714 0
20469 MOVE 638 0
20470 MOVE 651 0
20471 MOVE 634 0
20472 MOVE 723 0
20473 MOVE 350 0
20474 MOVE 728 0
20475 MOVE 231 0
20476 MOVE 595 0
20477 MOVE 395 0
20478 ADD 800 6
20479 MOVE 395 1
20480 MOVE 595 1
20481 MOVE 231 1
20482 MOVE 728 1
20483 MOVE 350 1
20484 MOVE 723 1
20485 MOVE 634 1
20486 MOVE 651 1
20487 MOVE 638 1
20488 MOVE 714 1
20489 MOVE 528 1
20490 MOVE 251 1
20491 MOVE 793 1
20492 MOVE 678 1
20493 MOVE 740 1
20494 MOVE 672 1
20495 MOVE 672 0
20496 MOVE 740 0
20497 MOVE 678 0
20498 MOVE 793 0
20499 MOVE 251 0
20500 MOVE 528 0
20501 MOVE 714 0
20502 MOVE 638 0
20503 MOVE 651 0
20504 MOVE 634 0
20505 MOVE 723 0
20506 MOVE 350 0
20507 MOVE 728 0
20508 MOVE 231 0
20509 MOVE 595 0
20510 MOVE 395 0
20511 MOVE 556 0
20512 MOVE 500 0
20513 MOVE 458 0
20514 MOVE 727 0
20515 MOVE 325 0
20516 MOVE 490 0
20517 MOVE 619 0
20518 MOVE 611 0
20519 ADD 801 6
20520 MOVE 611 1
20521 MOVE 619 1
20522 MOVE 490 1
20523 MOVE 325 1
20524 MOVE 727 1
20525 MOVE 458 1
20526 MOVE 500 1
20527 MOVE 556 1
20528 MOVE 395 1
20529 MOVE 595 1
20530 MOVE 231 1
20531 MOVE 728 1
20532 MOVE 350 1
20533 MOVE 723 1
20534 MOVE 634 1
20535 MOVE 651 1
20536 MOVE 638 1
20537 MOVE 714 1
20538 MOVE 528 1
20539 MOVE 251 1
20540 MOVE 793 1
20541 MOVE 678 1
20542 MOVE 740 1
20543 MOVE 672 1
20544 MOVE 672 0
20545 MOVE 740 0
20546 ADD 802 0
20547 MOVE 802 1
20548 MOVE 740 1
20549 MOVE 672 1
20550 MOVE 672 0
20551 MOVE 740 0
20552 MOVE 802 0
20553 ADD 803 2
20554 MOVE 802 1
20555 MOVE 740 1
20556 MOVE 672 1
20557 MOVE 672 0
20558 MOVE 740 0
20559 MOVE 802 0
20560 MOVE 678 0
20561 MOVE 793 0
20562 MOVE 251 0
20563 MOVE 528 0
20564 MOVE 714 0
20565 MOVE 638 0
20566 MOVE 651 0
20567 MOVE 634 0
20568 MOVE 723 0
20569 MOVE 350 0
20570 MOVE 728 0
20571 MOVE 231 0
20572 MOVE 595 0
20573 MOVE 395 0
20574 MOVE 556 0
20575 MOVE 500 0
20576 MOVE 458 0
20577 MOVE 727 0
20578 MOVE 325 0
20579 MOVE 490 0
20580 MOVE 619 0
20581 MOVE 611 0
20582 MOVE 603 0
20583 MOVE 474 0
20584 MOVE 783 0
20585 MOVE 128 0
20586 MOVE 192 0
20587 MOVE 157 0
20588 MOVE 354 0
20589 MOVE 682 0
20590 MOVE 356 0
20591 MOVE 468 0
20592 MOVE 605 0
20593 MOVE 698 0
20594 MOVE 759 0
20595 MOVE 785 0
20596 REMOVE 803
20596 CASH 3052
20597 REMOVE 792
20597 CASH 3052
20598 MOVE 381 4
20599 MOVE 319 4
20600 MOVE 440 4
20601 MOVE 439 4
20602 ADD 804 6
20603 MOVE 785 1
20604 MOVE 759 1
20605 MOVE 698 1
20606 MOVE 605 1
20607 MOVE 468 1
20608 MOVE 356 1
20609 MOVE 682 1
20610 MOVE 354 1
20611 MOVE 157 1
20612 MOVE 192 1
20613 MOVE 128 1
20614 ADD 805 0
20615 MOVE 805 1
20616 MOVE 783 1
20617 MOVE 474 1
20618 MOVE 603 1
20619 MOVE 611 1
20620 MOVE 619 1
20621 MOVE 490 1
20622 MOVE 325 1
20623 MOVE 727 1
20624 MOVE 458 1
20625 MOVE 500 1
20626 MOVE 556 1
20627 MOVE 395 1
20628 MOVE 595 1
20629 MOVE 231 1
20630 MOVE 728 1
20631 MOVE 350 1
20632 ADD 806 2
20633 MOVE 723 1
20634 MOVE 634 1
20635 MOVE 651 1
20636 MOVE 638 1
20637 MOVE 714 1
20638 REMOVE 528
20638 CASH 3054
20639 MOVE 251 1
20640 MOVE 793 1
20641 MOVE 678 1
20642 MOVE 802 1
20643 MOVE 740 1
20644 MOVE 672 1
20645 MOVE 672 0
20646 MOVE 740 0
20647 MOVE 802 0
20648 MOVE 678 0
20649 MOVE 793 0
20650 MOVE 251 0
20651 MOVE 714 0
20652 MOVE 638 0
20653 MOVE 651 0
20654 MOVE 634 0
20655 MOVE 723 0
20656 MOVE 350 0
20657 MOVE 728 0
20658 MOVE 231 0
20659 MOVE 595 0
20660 MOVE 395 0
20661 MOVE 556 0
20662 MOVE 500 0
20663 MOVE 458 0
20664 MOVE 727 0
20665 MOVE 325 0
20666 MOVE 490 0
20667 MOVE 619 0
20668 MOVE 611 0
20669 MOVE 603 0
20670 MOVE 474 0
20671 MOVE 783 0
20672 MOVE 805 0
20673 MOVE 128 0
20674 MOVE 192 0
20675 MOVE 157 0
20676 MOVE 354 0
20677 MOVE 682 0
20678 MOVE 356 0
20679 MOVE 468 0
20680 MOVE 605 0
20681 MOVE 698 0
20682 MOVE 759 0
20683 MOVE 785 0
20684 MOVE 806 4
20685 MOVE 267 4
20686 MOVE 580 4
20687 REMOVE 229
20687 CASH 3054
20688 MOVE 92 4
20689 MOVE 642 4
20690 MOVE 641 4
20691 MOVE 331 4
20692 REMOVE 352
20692 CASH 3054
20693 MOVE 502 4
20694 MOVE 96 4
20695 REMOVE 53
20695 CASH 3054
20696 MOVE 741 4
20697 MOVE 521 4
20698 MOVE 692 4
20699 MOVE 686 4
20700 MOVE 677 4
20701 MOVE 610 4
20702 MOVE 561 4
20703 MOVE 246 4
20704 MOVE 26 4
20705 MOVE 65 4
20706 MOVE 88 4
20707 REMOVE 380
20707 CASH 3054
20708 MOVE 368 4
20709 MOVE 365 4
20710 MOVE 180 4
20711 MOVE 306 4
20712 MOVE 396 4
20713 MOVE 525 4
20714 MOVE 654 4
20715 MOVE 653 4
20716 MOVE 649 4
20717 MOVE 648 4
20718 MOVE 177 4
20719 MOVE 536 4
20720 ADD 807 2
20721 MOVE 785 1
20722 MOVE 759 1
20723 MOVE 698 1
20724 MOVE 605 1
20725 MOVE 468 1
20726 MOVE 356 1
20727 MOVE 682 1
20728 MOVE 354 1
20729 MOVE 157 1
20730 MOVE 192 1
20731 MOVE 128 1
20732 MOVE 805 1
20733 MOVE 783 1
20734 MOVE 474 1
20735 MOVE 603 1
20736 MOVE 611 1
20737 ADD 808 2
20738 MOVE 619 1
20739 MOVE 490 1
20740 MOVE 325 1
20741 MOVE 727 1
20742 MOVE 458 1
20743 MOVE 500 1
20744 ADD 809 2
20745 MOVE 556 1
20746 MOVE 395 1
20747 MOVE 595 1
20748 MOVE 231 1
20749 MOVE 728 1
20750 MOVE 350 1
20751 MOVE 723 1
20752 MOVE 634 1
20753 MOVE 651 1
20754 MOVE 638 1
20755 MOVE 714 1
20756 ADD 810 6
20757 MOVE 251 1
20758 MOVE 793 1
20759 MOVE 678 1
20760 REMOVE 802
20760 CASH 3054
20761 MOVE 740 1
20762 MOVE 672 1
20763 MOVE 672 0
20764 MOVE 740 0
20765 MOVE 678 0
20766 MOVE 793 0
20767 MOVE 251 0
20768 MOVE 714 0
20769 MOVE 638 0
20770 MOVE 651 0
20771 MOVE 634 0
20772 ADD 811 6
20773 MOVE 634 1
20774 MOVE 651 1
20775 MOVE 638 1
20776 MOVE 714 1
20777 MOVE 251 1
20778 MOVE 793 1
20779 ADD 812 6
20780 MOVE 678 1
20781 MOVE 740 1
20782 MOVE 672 1
20783 MOVE 672 0
20784 MOVE 740 0
20785 MOVE 678 0
20786 MOVE 793 0
20787 MOVE 251 0
20788 MOVE 714 0
20789 ADD 813 2
20790 MOVE 714 1
20791 MOVE 251 1
20792 MOVE 793 1
20793 MOVE 678 1
20794 MOVE 740 1
20795 MOVE 672 1
20796 MOVE 672 0
20797 MOVE 740 0
20798 MOVE 678 0
20799 MOVE 793 0
20800 MOVE 251 0
20801 MOVE 714 0
20802 MOVE 638 0
20803 MOVE 651 0
20804 MOVE 634 0
20805 MOVE 723 0
20806 MOVE 350 0
20807 MOVE 728 0
20808 MOVE 231 0
20809 MOVE 595 0
20810 MOVE 395 0
20811 MOVE 556 0
20812 MOVE 500 0
20813 MOVE 458 0
20814 MOVE 727 0
20815 MOVE 325 0
20816 MOVE 490 0
20817 ADD 814 2
20818 MOVE 490 1
20819 MOVE 325 1
20820 MOVE 727 1
20821 MOVE 458 1
20822 MOVE 500 1
20823 MOVE 556 1
20824 MOVE 395 1
20825 MOVE 595 1
20826 MOVE 231 1
20827 MOVE 728 1
20828 MOVE 350 1
20829 MOVE 723 1
20830 MOVE 634 1
20831 MOVE 651 1
20832 MOVE 638 1
20833 MOVE 714 1
20834 MOVE 251 1
20835 MOVE 793 1
20836 MOVE 678 1
20837 MOVE 740 1
20838 MOVE 672 1
20839 MOVE 672 0
20840 ADD 815 6
20841 MOVE 672 1
20842 MOVE 672 0
20843 MOVE 740 0
20844 MOVE 678 0
20845 MOVE 793 0
20846 MOVE 251 0
20847 MOVE 714 0
20848 MOVE 638 0
20849 MOVE 651 0
20850 MOVE 634 0
20851 MOVE 723 0
20852 MOVE 350 0
20853 MOVE 728 0
20854 MOVE 231 0
20855 MOVE 595 0
20856 MOVE 395 0
20857 MOVE 556 0
20858 MOVE 500 0
20859 MOVE 458 0
20860 MOVE 727 0
20861 MOVE 325 0
20862 MOVE 490 0
20863 MOVE 619 0
20864 MOVE 611 0
20865 MOVE 603 0
20866 MOVE 474 0
20867 MOVE 783 0
20868 MOVE 805 0
20869 MOVE 128 0
20870 MOVE 192 0
20871 MOVE 157 0
20872 MOVE 354 0
20873 MOVE 682 0
20874 MOVE 356 0
20875 MOVE 468 0
20876 MOVE 605 0
20877 MOVE 698 0
20878 MOVE 759 0
20879 MOVE 785 0
20880 MOVE 814 4
20881 REMOVE 813
20881 CASH 3054
20882 REMOVE 809
20882 CASH 3063
20883 REMOVE 808
20883 CASH 3063
20884 MOVE 807 4
20885 REMOVE 599
20885 CASH 3063
20886 MOVE 764 4
20887 MOVE 598 4
20888 MOVE 596 4
20889 MOVE 299 4
20890 MOVE 193 4
20891 MOVE 174 4
20892 MOVE 731 4
20893 MOVE 721 4
20894 MOVE 708 4
20895 MOVE 572 4
20896 MOVE 627 4
20897 MOVE 667 4
20898 REMOVE 342
20898 CASH 3063
20899 MOVE 259 4
20900 MOVE 465 4
20901 MOVE 465 2
20902 MOVE 259 2
20903 MOVE 667 2
20904 MOVE 627 2
20905 MOVE 572 2
20906 MOVE 708 2
20907 MOVE 721 2
20908 ADD 816 6
20909 MOVE 785 1
20910 MOVE 759 1
20911 MOVE 698 1
20912 MOVE 605 1
20913 MOVE 468 1
20914 MOVE 356 1
20915 MOVE 682 1
20916 MOVE 354 1
20917 MOVE 157 1
20918 MOVE 192 1
20919 MOVE 128 1
20920 MOVE 805 1
20921 MOVE 783 1
20922 MOVE 474 1
20923 MOVE 603 1
20924 MOVE 611 1
20925 MOVE 619 1
20926 MOVE 490 1
20927 MOVE 325 1
20928 MOVE 727 1
20929 ADD 817 6
20930 MOVE 458 1
20931 MOVE 500 1
20932 MOVE 556 1
20933 MOVE 395 1
20934 MOVE 595 1
20935 MOVE 231 1
20936 MOVE 728 1
20937 MOVE 350 1
20938 MOVE 723 1
20939 MOVE 634 1
20940 MOVE 651 1
20941 MOVE 638 1
20942 MOVE 714 1
20943 MOVE 251 1
20944 ADD 818 2
20945 ADD 819 6
20946 MOVE 793 1
20947 MOVE 678 1
20948 MOVE 740 1
20949 MOVE 672 1
20950 MOVE 672 0
20951 MOVE 740 0
20952 MOVE 678 0
20953 ADD 820 2
20954 MOVE 678 1
20955 MOVE 740 1
20956 MOVE 672 1
20957 MOVE 672 0
20958 MOVE 740 0
20959 MOVE 678 0
20960 MOVE 793 0
20961 MOVE 251 0
20962 MOVE 714 0
20963 MOVE 638 0
20964 MOVE 651 0
20965 MOVE 634 0
20966 MOVE 723 0
20967 MOVE 350 0
20968 MOVE 728 0
20969 MOVE 231 0
20970 MOVE 595 0
20971 MOVE 395 0
20972 MOVE 556 0
20973 MOVE 500 0
20974 ADD 821 0
20975 MOVE 821 1
20976 MOVE 500 1
20977 MOVE 556 1
20978 MOVE 395 1
20979 MOVE 595 1
20980 MOVE 231 1
20981 MOVE 728 1
20982 MOVE 350 1
20983 MOVE 723 1
20984 MOVE 634 1
20985 MOVE 651 1
20986 MOVE 638 1
20987 MOVE 714 1
20988 MOVE 251 1
20989 MOVE 793 1
20990 MOVE 678 1
20991 MOVE 740 1
20992 MOVE 672 1
20993 MOVE 672 0
20994 MOVE 740 0
20995 MOVE 678 0
20996 MOVE 793 0
20997 MOVE 251 0
20998 MOVE 714 0
20999 MOVE 638 0
21000 MOVE 651 0
21001 MOVE 634 0
21002 MOVE 723 0
21003 MOVE 350 0
21004 MOVE 728 0
21005 MOVE 231 0
21006 MOVE 595 0
21007 MOVE 395 0
21008 MOVE 556 0
21009 MOVE 500 0
21010 MOVE 821 0
21011 MOVE 458 0
21012 MOVE 727 0
21013 MOVE 325 0
21014 MOVE 490 0
21015 MOVE 619 0
21016 MOVE 611 0
21017 MOVE 603 0
21018 MOVE 474 0
21019 MOVE 783 0
21020 REMOVE 805
21020 CASH 3063
21021 MOVE 128 0
21022 MOVE 192 0
21023 MOVE 157 0
21024 ADD 822 6
21025 MOVE 157 1
21026 MOVE 192 1
21027 MOVE 128 1
21028 MOVE 783 1
21029 MOVE 474 1
21030 MOVE 603 1
21031 MOVE 611 1
21032 MOVE 619 1
21033 MOVE 490 1
21034 MOVE 325 1
21035 MOVE 727 1
21036 MOVE 458 1
21037 MOVE 821 1
21038 MOVE 500 1
21039 ADD 823 2
21040 MOVE 556 1
21041 MOVE 395 1
21042 MOVE 595 1
21043 MOVE 231 1
21044 MOVE 728 1
21045 ADD 824 12
21046 MOVE 350 1
21047 MOVE 723 1
21048 MOVE 634 1
21049 MOVE 651 1
21050 MOVE 638 1
21051 MOVE 714 1
21052 MOVE 251 1
21053 MOVE 793 1
21054 MOVE 678 1
21055 MOVE 740 1
21056 MOVE 672 1
21057 MOVE 672 0
21058 MOVE 740 0
21059 MOVE 678 0
21060 MOVE 793 0
21061 MOVE 251 0
21062 MOVE 714 0
21063 MOVE 638 0
21064 MOVE 651 0
21065 MOVE 634 0
21066 MOVE 723 0
21067 MOVE 350 0
21068 MOVE 728 0
21069 MOVE 231 0
21070 MOVE 595 0
21071 MOVE 395 0
21072 MOVE 556 0
21073 MOVE 500 0
21074 MOVE 821 0
21075 MOVE 458 0
21076 MOVE 727 0
21077 MOVE 325 0
21078 MOVE 490 0
21079 MOVE 619 0
21080 MOVE 611 0
21081 ADD 825 12
21082 MOVE 611 1
21083 MOVE 619 1
21084 MOVE 490 1
21085 MOVE 325 1
21086 MOVE 727 1
21087 MOVE 458 1
21088 MOVE 821 1
21089 MOVE 500 1
21090 MOVE 556 1
21091 MOVE 395 1
21092 MOVE 595 1
21093 MOVE 231 1
21094 MOVE 728 1
21095 MOVE 350 1
21096 MOVE 723 1
21097 MOVE 634 1
21098 MOVE 651 1
21099 MOVE 638 1
21100 MOVE 714 1
21101 MOVE 251 1
21102 MOVE 793 1
21103 MOVE 678 1
21104 MOVE 740 1
21105 MOVE 672 1
21106 MOVE 672 0
21107 MOVE 740 0
21108 MOVE 678 0
21109 MOVE 793 0
21110 MOVE 251 0
21111 MOVE 714 0
21112 MOVE 638 0
21113 MOVE 651 0
21114 MOVE 634 0
21115 MOVE 723 0
21116 MOVE 350 0
21117 MOVE 728 0
21118 MOVE 231 0
21119 MOVE 595 0
21120 MOVE 395 0
21121 MOVE 556 0
21122 MOVE 500 0
21123 MOVE 821 0
21124 MOVE 458 0
21125 MOVE 727 0
21126 MOVE 325 0
21127 MOVE 490 0
21128 MOVE 619 0
21129 MOVE 611 0
21130 MOVE 603 0
21131 REMOVE 474
21131 CASH 3063
21132 MOVE 783 0
21133 MOVE 128 0
21134 MOVE 192 0
21135 MOVE 157 0
21136 MOVE 354 0
21137 MOVE 682 0
21138 MOVE 356 0
21139 MOVE 468 0
21140 MOVE 605 0
21141 MOVE 698 0
21142 MOVE 759 0
21143 MOVE 785 0
21144 REMOVE 823
21144 CASH 3070
21145 MOVE 820 4
21146 REMOVE 818
21146 CASH 3076
21147 MOVE 721 4
21148 MOVE 708 4
21149 MOVE 572 4
21150 MOVE 627 4
21151 MOVE 667 4
21152 MOVE 259 4
21153 MOVE 465 4
21154 MOVE 465 2
21155 MOVE 259 2
21156 MOVE 667 2
21157 MOVE 627 2
21158 MOVE 572 2
21159 MOVE 708 2
21160 MOVE 721 2
21161 MOVE 820 2
21162 MOVE 731 2
21163 MOVE 174 2
21164 MOVE 193 2
21165 MOVE 299 2
21166 MOVE 596 2
21167 MOVE 598 2
21168 MOVE 764 2
21169 MOVE 807 2
21170 REMOVE 814
21170 CASH 3076
21171 MOVE 536 2
21172 MOVE 177 2
21173 MOVE 648 2
21174 MOVE 649 2
21175 MOVE 653 2
21176 MOVE 654 2
21177 MOVE 525 2
21178 MOVE 396 2
21179 ADD 826 12
21180 MOVE 785 1
21181 MOVE 759 1
21182 MOVE 698 1
21183 MOVE 605 1
21184 MOVE 468 1
21185 MOVE 356 1
21186 MOVE 682 1
21187 MOVE 354 1
21188 ADD 827 2
21189 MOVE 157 1
21190 MOVE 192 1
21191 MOVE 128 1
21192 MOVE 783 1
21193 MOVE 603 1
21194 MOVE 611 1
21195 MOVE 619 1
21196 MOVE 490 1
21197 MOVE 325 1
21198 MOVE 727 1
21199 MOVE 458 1
21200 MOVE 821 1
21201 MOVE 500 1
21202 MOVE 556 1
21203 MOVE 395 1
21204 ADD 828 12
21205 MOVE 595 1
21206 MOVE 231 1
21207 MOVE 728 1
21208 MOVE 350 1
21209 MOVE 723 1
21210 MOVE 634 1
21211 MOVE 651 1
21212 MOVE 638 1
21213 MOVE 714 1
21214 MOVE 251 1
21215 MOVE 793 1
21216 MOVE 678 1
21217 MOVE 740 1
21218 MOVE 672 1
21219 MOVE 672 0
21220 MOVE 740 0
21221 MOVE 678 0
21222 MOVE 793 0
21223 ADD 829 6
21224 MOVE 793 1
21225 MOVE 678 1
21226 MOVE 740 1
21227 MOVE 672 1
21228 MOVE 672 0
21229 MOVE 740 0
21230 MOVE 678 0
21231 ADD 830 0
21232 MOVE 830 1
21233 MOVE 678 1
21234 MOVE 740 1
21235 MOVE 672 1
21236 MOVE 672 0
21237 MOVE 740 0
21238 MOVE 678 0
21239 MOVE 830 0
21240 MOVE 793 0
21241 MOVE 251 0
21242 MOVE 714 0
21243 MOVE 638 0
21244 MOVE 651 0
21245 MOVE 634 0
21246 MOVE 723 0
21247 MOVE 350 0
21248 MOVE 728 0
21249 MOVE 231 0
21250 MOVE 595 0
21251 MOVE 395 0
21252 MOVE 556 0
21253 MOVE 500 0
21254 REMOVE 821
21254 CASH 3076
21255 MOVE 458 0
21256 MOVE 727 0
21257 MOVE 325 0
21258 MOVE 490 0
21259 MOVE 619 0
21260 MOVE 611 0
21261 MOVE 603 0
21262 MOVE 783 0
21263 MOVE 128 0
21264 MOVE 192 0
21265 MOVE 157 0
21266 MOVE 354 0
21267 MOVE 682 0
21268 MOVE 356 0
21269 MOVE 468 0
21270 MOVE 605 0
21271 MOVE 698 0
21272 MOVE 759 0
21273 MOVE 785 0
21274 REMOVE 827
21274 CASH 3089
21275 MOVE 396 4
21276 MOVE 525 4
21277 MOVE 654 4
21278 MOVE 653 4
21279 MOVE 649 4
21280 MOVE 648 4
21281 MOVE 177 4
21282 MOVE 536 4
21283 ADD 831 0
21284 REMOVE 831
21284 CASH 3136
21285 MOVE 785 1
21286 MOVE 759 1
21287 MOVE 698 1
21288 ADD 832 2
21289 MOVE 605 1
21290 MOVE 468 1
21291 MOVE 356 1
21292 MOVE 682 1
21293 MOVE 354 1
21294 MOVE 157 1
21295 MOVE 192 1
21296 MOVE 128 1
21297 MOVE 783 1
21298 MOVE 603 1
21299 MOVE 611 1
21300 MOVE 619 1
